city,date,fare,ride_id
South Michelleport,2019-04-01 14:50:00,28.84,8846090000000
Barajasview,2019-01-14 11:00:00,19.81,2376260000000
West Heidi,2019-04-18 20:05:00,32.74,1746490000000
Leahton,2019-03-31 02:08:00,4.65,2204200000000
Port Johnbury,2019-01-07 05:43:00,19.08,8839380000000
Justinberg,2019-05-07 20:22:00,18.74,6395650000000
North Barbara,2019-04-10 17:12:00,10.94,355505000000
Barajasview,2019-05-06 01:06:00,17.63,9233210000000
Reynoldsfurt,2019-04-12 01:13:00,21.18,7471390000000
West Christopherberg,2019-02-09 12:25:00,33.97,4253880000000
Leahton,2019-02-23 01:19:00,7.08,3744450000000
Simpsonburgh,2019-03-04 11:08:00,23.33,999763000000
Port Frank,2019-04-05 07:22:00,14.21,8366080000000
West Heidi,2019-04-17 00:03:00,8.91,7617130000000
Robertport,2019-04-24 23:45:00,19.73,7443210000000
Loganberg,2019-05-05 17:29:00,30.47,7769260000000
West Josephberg,2019-03-23 01:43:00,33.12,2335400000000
West Anthony,2019-04-03 01:47:00,31.6,4965330000000
South Michelleport,2019-04-22 02:38:00,9.72,2088920000000
Amandaburgh,2019-04-05 10:22:00,25.55,8581420000000
Justinberg,2019-04-01 23:46:00,40.87,8957670000000
Joneschester,2019-03-10 08:15:00,27.91,1273090000000
Lake Scottton,2019-01-11 19:18:00,31.31,9305780000000
Rodneyfort,2019-03-24 19:06:00,31.41,827420000000
Pattyland,2019-04-25 14:57:00,44.39,1723700000000
Jerryton,2019-02-28 01:14:00,36.87,3091060000000
Lake Scottton,2019-04-11 04:26:00,22.03,2026820000000
Grahamburgh,2019-04-29 21:20:00,13.59,3200700000000
South Latoya,2019-03-29 22:54:00,5.93,2624300000000
Liumouth,2019-03-27 12:12:00,44.27,981646000000
Hurleymouth,2019-03-02 11:43:00,34.65,9380450000000
West Angela,2019-02-15 08:01:00,44.12,1962120000000
Reynoldsfurt,2019-03-14 16:29:00,35.65,9907090000000
Port Johnbury,2019-03-29 03:22:00,14.54,3761240000000
North Jason,2019-02-15 14:32:00,17.35,6041760000000
North Madeline,2019-04-15 10:02:00,37.6,3895260000000
Simpsonburgh,2019-02-15 09:18:00,4.63,60590634054
Hurleymouth,2019-02-13 17:32:00,25.72,8761490000000
West Robert,2019-03-07 06:32:00,4.28,2030780000000
North Jasmine,2019-04-01 04:31:00,28.04,5012380000000
North Jason,2019-04-05 20:10:00,32.18,3373550000000
South Jack,2019-02-01 11:28:00,26.72,5062170000000
West Heidi,2019-02-09 19:23:00,39.76,5522900000000
West Anthony,2019-04-06 02:25:00,14.3,7571960000000
West Ericstad,2019-03-21 09:28:00,18.24,4602950000000
West Samuelburgh,2019-02-27 06:43:00,32.73,5615980000000
New Jacobville,2019-04-09 08:47:00,4.95,4493740000000
Carriemouth,2019-02-21 15:09:00,23.48,4757310000000
Christopherfurt,2019-03-18 09:24:00,7.45,4451220000000
South Phillip,2019-01-16 03:42:00,7.08,8455680000000
Grahamburgh,2019-01-28 15:40:00,44.91,258537000000
Christopherfurt,2019-03-25 20:35:00,23.38,499819000000
Robertport,2019-04-27 12:31:00,41.48,6464590000000
Justinberg,2019-04-26 08:12:00,7.68,1068650000000
Port Frank,2019-04-05 15:44:00,36.08,345798000000
New Jacobville,2019-04-13 01:18:00,43.98,9448600000000
North Jasmine,2019-02-01 20:17:00,8.09,415938000000
Valentineton,2019-03-18 07:07:00,36.04,8732230000000
Huntermouth,2019-01-06 20:23:00,28.74,654210000000
South Jack,2019-03-08 08:55:00,17.17,8790960000000
New Paulton,2019-03-15 04:48:00,4.6,9741460000000
Williamsstad,2019-04-21 23:26:00,26.99,8562560000000
Jerryton,2019-01-06 12:30:00,27.71,9044740000000
Deanville,2019-01-04 13:30:00,4.56,6423110000000
South Evanton,2019-03-22 05:26:00,6.58,8377190000000
New Kimberlyborough,2019-04-29 07:38:00,9.08,3171920000000
Hurleymouth,2019-03-24 12:04:00,8.77,8274790000000
North Barbara,2019-04-01 00:20:00,31.72,9786160000000
West Angela,2019-02-22 02:22:00,19.44,3794960000000
Karenside,2019-03-15 15:11:00,31.89,5438260000000
South Phillip,2019-05-01 23:05:00,38.46,3438540000000
South Karenland,2019-05-08 11:38:00,19.77,7837160000000
Royland,2019-02-21 22:19:00,5.95,8419470000000
South Phillip,2019-01-20 17:35:00,24,7335380000000
South Phillip,2019-05-02 01:04:00,24.23,122973000000
West Gabriel,2019-03-09 04:39:00,14.41,8736180000000
South Karenland,2019-01-14 02:07:00,24.71,8612310000000
Robertport,2019-04-27 10:55:00,11.42,9229560000000
Roberthaven,2019-02-12 07:58:00,37,4695880000000
West Christopherberg,2019-01-11 21:37:00,44.76,2736820000000
Robertport,2019-03-21 05:48:00,8.2,3399770000000
West Anthony,2019-02-07 16:55:00,33.51,4163120000000
New Kimberlyborough,2019-02-09 13:28:00,6.43,6447150000000
Loganberg,2019-02-02 23:09:00,7.12,1273500000000
West Samuelburgh,2019-01-11 01:36:00,25.07,150842000000
New Kimberlyborough,2019-04-24 18:35:00,28.87,7937080000000
Roberthaven,2019-04-25 14:14:00,22.75,7370170000000
Barajasview,2019-04-03 15:25:00,44.15,9596160000000
Royland,2019-02-22 22:46:00,10.19,8898720000000
Rogerston,2019-03-14 14:43:00,10.29,7434760000000
Christopherfurt,2019-02-12 14:24:00,11.7,8493510000000
West Gabriel,2019-02-20 06:07:00,8.44,6912410000000
South Karenland,2019-04-18 13:07:00,8.56,7557920000000
Williamsview,2019-04-26 00:30:00,20.89,2565030000000
Deanville,2019-03-05 09:44:00,42.79,3624950000000
West Samuelburgh,2019-01-16 03:43:00,14.93,501861000000
North Barbara,2019-02-14 11:29:00,4.11,7676960000000
Christopherfurt,2019-03-10 07:36:00,22.65,5004640000000
Jerryton,2019-02-01 16:39:00,37.7,9580450000000
South Latoya,2019-02-09 20:42:00,12.17,9006320000000
South Latoya,2019-03-04 12:20:00,5.04,9877400000000
West Gabriel,2019-03-17 04:22:00,15.95,9297070000000
Lake Jonathanshire,2019-01-23 21:43:00,21.11,7711470000000
North Jasmine,2019-02-10 20:19:00,31.38,4746800000000
Raymondhaven,2019-04-15 12:15:00,6.74,6814070000000
Port Johnbury,2019-03-25 02:17:00,41.61,8060550000000
North Barbara,2019-01-17 18:14:00,18.27,378378000000
New Kimberlyborough,2019-01-27 14:49:00,23.09,5575540000000
Carriemouth,2019-02-26 05:24:00,19.05,1954600000000
West Samuelburgh,2019-02-05 21:02:00,31.94,6733380000000
Martinezhaven,2019-02-17 21:48:00,34.27,234041000000
North Barbara,2019-04-30 05:22:00,28.89,3280920000000
Valentineton,2019-02-08 19:05:00,36.23,6667400000000
West Robert,2019-02-09 05:16:00,26.1,18586563147
Roberthaven,2019-04-07 16:53:00,13.4,4901740000000
West Gabriel,2019-04-20 05:31:00,23.69,4906120000000
Karenberg,2019-02-18 19:28:00,44.08,7216870000000
Rogerston,2019-03-08 03:46:00,17.81,8564690000000
West Angela,2019-01-12 01:55:00,20.46,5241310000000
New Kimberlyborough,2019-04-01 12:09:00,10.76,9128310000000
Justinberg,2019-02-20 15:05:00,31.31,9201630000000
South Michelleport,2019-01-02 00:56:00,37.34,7660980000000
South Evanton,2019-01-11 11:02:00,39.99,9389410000000
Johnton,2019-04-11 13:41:00,33.12,7226100000000
Grahamburgh,2019-04-03 13:27:00,5.09,8563290000000
Rogerston,2019-02-16 02:04:00,20.64,8147120000000
South Karenland,2019-04-21 11:42:00,7.44,3546760000000
North Barbara,2019-03-08 09:24:00,29.15,96327208793
Jerryton,2019-03-20 01:28:00,15.37,931768000000
West Christopherberg,2019-04-25 06:22:00,35.39,7477240000000
South Jack,2019-02-13 09:20:00,32.64,880719000000
Port Samanthamouth,2019-01-28 23:59:00,15.49,3267080000000
New Paulton,2019-03-29 19:12:00,43.79,7069180000000
Carriemouth,2019-04-18 17:01:00,37.63,7736870000000
North Jasmine,2019-02-27 01:34:00,35.31,9250350000000
Rogerston,2019-01-16 08:38:00,31.34,132229000000
Port David,2019-02-03 01:11:00,21.2,571426000000
Williamsview,2019-04-11 20:41:00,33.68,2743580000000
South Evanton,2019-04-26 04:37:00,42.99,4021950000000
South Evanton,2019-03-25 15:50:00,23.48,4595710000000
Port David,2019-04-07 23:44:00,39.51,5955260000000
West Christopherberg,2019-02-08 23:04:00,14.22,3725590000000
New Paulton,2019-03-19 23:42:00,40.2,8200670000000
Leahton,2019-02-04 08:07:00,15.37,9588330000000
Valentineton,2019-04-28 09:10:00,5.73,211077000000
Port David,2019-03-14 09:28:00,9.22,3636090000000
West Robert,2019-02-12 01:20:00,14.8,8061830000000
Valentineton,2019-01-02 01:46:00,34.79,6364350000000
Port Johnbury,2019-02-20 04:27:00,27.1,3559370000000
Richardfort,2019-03-04 22:13:00,14.83,9474110000000
Karenberg,2019-01-08 13:51:00,9.5,1452910000000
West Robert,2019-03-14 15:25:00,18.28,4582730000000
New Paulville,2019-02-15 23:58:00,28.18,2042630000000
West Patrickchester,2019-05-03 01:24:00,44.85,9421080000000
Loganberg,2019-04-03 09:30:00,5.16,9234860000000
Pattyland,2019-05-02 20:17:00,4.23,165885000000
West Christopherberg,2019-02-20 15:23:00,26.9,1241900000000
Leahton,2019-02-05 18:06:00,8.38,5895520000000
Richardfort,2019-03-28 19:33:00,7.75,5539060000000
West Anthony,2019-03-11 12:23:00,41.37,1133820000000
East Kaylahaven,2019-04-17 00:28:00,41.19,632034000000
Williamsstad,2019-04-01 17:37:00,16.83,1516900000000
South Phillip,2019-02-12 22:04:00,23.69,3667620000000
West Samuelburgh,2019-01-18 10:57:00,16.96,3936670000000
Royland,2019-03-24 10:24:00,10.05,2956670000000
Justinberg,2019-01-24 10:16:00,8.83,1863370000000
Karenberg,2019-01-30 10:51:00,8.79,3832470000000
North Markport,2019-04-09 14:55:00,20.23,2580600000000
Roberthaven,2019-03-17 14:48:00,26.71,9351520000000
Royland,2019-01-11 14:23:00,43.07,758051000000
Hurleymouth,2019-01-31 02:49:00,19.23,9537340000000
Roberthaven,2019-04-22 04:12:00,31.29,4104820000000
Grahamburgh,2019-03-16 10:03:00,30.66,4739690000000
Johnton,2019-04-26 17:02:00,4.63,3435310000000
Huntermouth,2019-05-07 08:47:00,25.83,961632000000
Pattyland,2019-03-19 20:41:00,18.17,9394780000000
West Robert,2019-04-16 16:16:00,25.65,3598780000000
Leahton,2019-04-13 10:54:00,18.25,6160380000000
Port Frank,2019-04-18 00:39:00,33.73,2262740000000
Port Frank,2019-02-28 07:39:00,33.83,1263730000000
West Josephberg,2019-03-08 21:57:00,9.54,8122520000000
Grahamburgh,2019-02-08 13:28:00,10.63,3654330000000
Williamsstad,2019-05-06 19:34:00,26.43,8987900000000
North Barbara,2019-03-27 09:44:00,33.4,5616230000000
South Phillip,2019-04-17 18:42:00,42.3,1295830000000
Erikaland,2019-02-05 04:51:00,14.13,9877190000000
Port Samanthamouth,2019-01-19 19:54:00,38.58,2627710000000
North Jasmine,2019-04-21 15:15:00,5.31,2978640000000
West Gabriel,2019-04-27 00:34:00,37.74,7635910000000
Rodneyfort,2019-02-06 11:01:00,27.87,9791960000000
New Paulton,2019-04-27 23:26:00,19.06,200115000000
Hurleymouth,2019-04-22 02:31:00,9.14,5563890000000
South Phillip,2019-03-02 07:23:00,30.62,4979350000000
West Ericstad,2019-01-25 20:18:00,23.27,2128080000000
Port Samanthamouth,2019-03-20 05:48:00,36.7,818658000000
West Josephberg,2019-01-17 05:32:00,7.87,2300520000000
Port Angela,2019-03-10 19:24:00,43.18,1889760000000
West Gabriel,2019-04-25 14:28:00,10.86,8501530000000
Hurleymouth,2019-02-15 02:10:00,42.61,9952000000000
Jerryton,2019-04-18 06:08:00,42.8,2662880000000
Lake Danielberg,2019-02-09 19:09:00,10.62,9241720000000
South Phillip,2019-01-14 18:26:00,41.66,2773170000000
West Robert,2019-03-28 15:00:00,35.88,2845460000000
New Kimberlyborough,2019-04-28 12:48:00,33.35,9501640000000
New Paulville,2019-05-02 18:20:00,12.08,616282000000
West Josephberg,2019-04-30 14:45:00,40.08,5405560000000
Erikaland,2019-03-17 16:51:00,39.58,6422630000000
North Madeline,2019-04-08 20:26:00,25.79,9441480000000
West Heidi,2019-04-06 21:40:00,23.41,9786800000000
Reynoldsfurt,2019-02-02 02:52:00,29.07,1864210000000
South Latoya,2019-01-18 06:04:00,5.69,701359000000
Amandaburgh,2019-03-07 02:26:00,18.76,3419450000000
West Josephberg,2019-01-20 01:27:00,38.39,4397730000000
Lake Jonathanshire,2019-01-29 00:19:00,41.05,6649690000000
West Anthony,2019-04-18 23:10:00,31.16,8478260000000
Raymondhaven,2019-04-06 13:52:00,30.36,8733070000000
Hurleymouth,2019-01-11 12:59:00,37.44,7883630000000
Roberthaven,2019-01-28 10:23:00,21.72,7329970000000
New Paulville,2019-04-29 23:05:00,14.59,3633770000000
Robertport,2019-03-26 22:47:00,13.34,5448150000000
Port Frank,2019-01-19 13:08:00,4.86,5084600000000
Rogerston,2019-03-26 04:27:00,13.97,2819920000000
Liumouth,2019-01-16 21:55:00,6.02,3852180000000
Lake Danielberg,2019-01-21 12:52:00,14.09,9568310000000
West Josephberg,2019-03-21 15:44:00,6.13,2303870000000
Leahton,2019-01-15 02:30:00,21.95,1795520000000
Huntermouth,2019-04-03 07:02:00,29.88,8967620000000
Lake Danielberg,2019-05-03 15:35:00,19.97,554189000000
Loganberg,2019-02-21 13:09:00,7.49,641484000000
North Madeline,2019-02-16 15:06:00,37.75,1453600000000
Hurleymouth,2019-04-09 09:17:00,20.31,2511590000000
Port Johnbury,2019-03-30 20:43:00,19.48,5137840000000
Royland,2019-05-07 14:58:00,36.22,2538030000000
Richardfort,2019-02-14 03:27:00,44.11,2503860000000
Johnton,2019-01-25 13:17:00,28.14,7110470000000
North Jason,2019-04-12 06:19:00,33.12,1713990000000
South Phillip,2019-01-05 17:50:00,41.55,8825680000000
Reynoldsfurt,2019-01-21 16:07:00,25.19,1033220000000
West Ericstad,2019-04-12 12:08:00,27.69,4567960000000
Richardfort,2019-04-27 11:59:00,30.31,6106450000000
West Heidi,2019-04-22 00:38:00,8.89,5408400000000
Johnton,2019-03-04 10:30:00,36.76,3273290000000
West Angela,2019-01-02 09:28:00,19.81,9739970000000
Leahton,2019-02-28 20:02:00,31.01,2116500000000
Johnton,2019-04-11 14:40:00,16.63,7248460000000
Port David,2019-01-21 02:29:00,32.92,857957000000
New Kimberlyborough,2019-04-01 04:31:00,35.11,8275820000000
Port Frank,2019-02-26 05:03:00,25.18,7280800000000
Barajasview,2019-01-24 05:58:00,9.21,1841070000000
South Phillip,2019-04-21 10:31:00,32.85,2752330000000
North Jasmine,2019-04-03 13:15:00,19.66,9206120000000
New Kimberlyborough,2019-03-13 09:48:00,14.84,1839170000000
North Jasmine,2019-01-05 16:39:00,26.72,3669060000000
Reynoldsfurt,2019-02-13 10:29:00,7.43,5244430000000
North Barbara,2019-05-05 15:15:00,38.15,256007000000
South Karenland,2019-04-23 09:19:00,12.34,9185790000000
North Jasmine,2019-04-17 07:34:00,22.41,4198040000000
East Kaylahaven,2019-02-16 21:02:00,34.42,7999610000000
West Samuelburgh,2019-03-07 20:34:00,34.22,1129570000000
Richardfort,2019-03-03 11:57:00,11.42,2916080000000
West Heidi,2019-02-19 21:08:00,7.64,8966130000000
Raymondhaven,2019-05-08 04:39:00,18.45,1811570000000
North Markport,2019-04-29 11:39:00,19.8,1839020000000
New Paulton,2019-02-17 08:20:00,37.44,7429670000000
Karenside,2019-01-25 03:33:00,19.6,4716960000000
South Jack,2019-03-03 09:00:00,29.88,2153390000000
South Michelleport,2019-01-20 05:30:00,34.72,6387940000000
North Jason,2019-04-01 14:43:00,40.45,1101700000000
Joneschester,2019-01-26 19:19:00,13.77,6678140000000
Amandaburgh,2019-01-02 09:57:00,33.06,6330660000000
North Jason,2019-03-28 18:03:00,42.75,4271680000000
Roberthaven,2019-01-28 22:09:00,28.11,6228200000000
South Karenland,2019-02-13 03:55:00,24.16,3274620000000
Rogerston,2019-01-23 18:16:00,21.64,3849700000000
Robertport,2019-02-14 04:42:00,18.38,9072930000000
West Samuelburgh,2019-01-06 13:23:00,11.01,73344113439
New Paulton,2019-04-06 16:21:00,38.8,8523230000000
Port Johnbury,2019-04-12 03:43:00,8.42,39663640391
South Karenland,2019-05-03 16:09:00,19.69,2542830000000
Liumouth,2019-03-22 20:35:00,39.96,6162500000000
South Evanton,2019-04-29 13:54:00,5.16,314703000000
Huntermouth,2019-04-20 09:38:00,23.65,3496020000000
Simpsonburgh,2019-04-26 22:20:00,29.22,4452630000000
Valentineton,2019-02-17 05:51:00,21.74,4882230000000
Deanville,2019-01-12 07:32:00,39.45,419668000000
South Karenland,2019-04-27 16:20:00,6.62,9440450000000
Lake Jonathanshire,2019-03-22 14:33:00,18.72,4675970000000
East Kaylahaven,2019-03-01 15:07:00,23.45,3219970000000
Port David,2019-04-12 05:32:00,35.51,2988690000000
West Gabriel,2019-01-30 15:37:00,25.64,3458710000000
South Evanton,2019-02-13 16:46:00,44.33,3933480000000
Richardfort,2019-01-13 10:08:00,25.81,9110910000000
North Madeline,2019-04-04 06:42:00,25.38,6907040000000
South Evanton,2019-04-06 16:41:00,9.3,1037050000000
Royland,2019-02-18 02:03:00,8.32,5213110000000
Hurleymouth,2019-01-07 15:53:00,20.01,4462370000000
West Anthony,2019-04-08 06:21:00,20.83,9582300000000
Martinezhaven,2019-02-14 02:51:00,27.16,2199000000000
North Jasmine,2019-01-21 21:00:00,33.06,4263010000000
Carriemouth,2019-04-15 08:00:00,40.03,2667930000000
Lake Scottton,2019-01-21 04:20:00,21.81,294152000000
Hurleymouth,2019-01-17 17:07:00,24.86,9295340000000
North Barbara,2019-03-17 17:07:00,6.12,5476940000000
Royland,2019-04-23 01:14:00,40.39,338532000000
North Jason,2019-01-12 19:19:00,9.97,8000610000000
West Ericstad,2019-01-27 04:30:00,29.05,7599450000000
Joneschester,2019-03-13 06:10:00,27.79,1264450000000
North Madeline,2019-05-03 00:07:00,16.44,212158000000
Loganberg,2019-02-18 11:58:00,23.98,9369010000000
West Patrickchester,2019-04-07 17:41:00,33.9,3859130000000
Justinberg,2019-04-04 23:19:00,19.38,3733960000000
Lake Jonathanshire,2019-04-16 20:26:00,32.47,1013870000000
Karenside,2019-03-04 20:36:00,25.21,9107960000000
North Madeline,2019-02-04 18:56:00,9.84,9479830000000
West Josephberg,2019-03-30 01:27:00,25.19,7575790000000
West Christopherberg,2019-05-01 12:39:00,39.8,5350290000000
Lake Scottton,2019-04-19 21:32:00,37.67,5487290000000
Simpsonburgh,2019-05-04 11:41:00,33.11,2860860000000
South Karenland,2019-01-23 05:56:00,22.54,906736000000
South Evanton,2019-02-26 06:48:00,7.81,741939000000
New Paulville,2019-01-02 20:52:00,33.08,2368540000000
Carriemouth,2019-03-08 09:53:00,37.81,7350660000000
North Madeline,2019-03-01 04:34:00,20.8,1575100000000
West Heidi,2019-01-17 09:28:00,24.19,8798100000000
Amandaburgh,2019-01-13 16:04:00,23.35,9975080000000
Valentineton,2019-03-06 04:48:00,38.88,2762940000000
South Phillip,2019-03-23 16:36:00,40.07,2307850000000
West Angela,2019-02-22 04:05:00,23.09,5991670000000
Erikaland,2019-04-25 11:18:00,34.05,5673820000000
Loganberg,2019-04-23 09:19:00,32.4,2448430000000
West Heidi,2019-01-01 05:23:00,10.75,6571510000000
South Michelleport,2019-01-27 13:10:00,30.16,3948530000000
Christopherfurt,2019-03-15 10:22:00,34.09,1264520000000
North Markport,2019-04-06 02:16:00,18.15,7268610000000
West Anthony,2019-02-10 09:16:00,38.54,8950010000000
South Phillip,2019-04-16 22:02:00,24.63,7860900000000
South Phillip,2019-01-07 02:17:00,6.54,197654000000
Williamsview,2019-03-02 22:23:00,25.15,5050610000000
Port Frank,2019-01-05 18:22:00,35.35,1918780000000
West Angela,2019-03-18 15:57:00,13.06,7206620000000
Liumouth,2019-04-14 14:58:00,25.28,7891750000000
Port Frank,2019-05-03 20:22:00,21.11,9063920000000
Jerryton,2019-03-04 14:14:00,22.91,3498910000000
Richardfort,2019-03-06 12:53:00,8.28,5127600000000
Lake Danielberg,2019-01-14 22:04:00,24.14,7958890000000
South Evanton,2019-01-17 02:00:00,34.55,3373260000000
Williamsview,2019-01-25 00:47:00,41.17,4838880000000
South Jack,2019-01-29 20:13:00,43.12,6046700000000
Justinberg,2019-02-13 23:56:00,10.18,3143510000000
Liumouth,2019-04-29 06:57:00,23.99,819442000000
South Jack,2019-01-09 20:31:00,21.13,6055920000000
South Michelleport,2019-03-29 08:33:00,11.06,9979820000000
Hurleymouth,2019-02-23 01:34:00,31.97,1990080000000
West Samuelburgh,2019-02-22 22:11:00,17.35,3943010000000
North Barbara,2019-04-09 17:12:00,6.68,2535410000000
Royland,2019-01-20 12:13:00,6.66,4292340000000
Lake Scottton,2019-04-08 11:19:00,44.03,9052900000000
Raymondhaven,2019-04-30 19:54:00,29.84,7628280000000
Lake Scottton,2019-05-08 13:10:00,18.04,5616260000000
Martinezhaven,2019-05-07 05:55:00,6.89,3266250000000
Lake Scottton,2019-02-08 17:29:00,34.95,7928830000000
Richardfort,2019-02-05 16:12:00,42.22,4051090000000
West Josephberg,2019-04-11 03:53:00,18.65,6034780000000
New Paulville,2019-03-05 15:43:00,23.75,9558030000000
South Phillip,2019-05-07 02:52:00,36.51,2373460000000
South Karenland,2019-03-22 04:17:00,15.54,1305520000000
Valentineton,2019-01-22 02:15:00,17.74,6348950000000
South Evanton,2019-05-07 12:30:00,34.03,3182590000000
Pattyland,2019-04-19 12:57:00,4.55,6863690000000
Port Samanthamouth,2019-03-15 09:03:00,5.62,6911790000000
East Kaylahaven,2019-01-11 10:41:00,8.02,9778560000000
North Madeline,2019-02-27 11:42:00,36.87,9531910000000
Richardfort,2019-04-04 15:04:00,16.35,6077910000000
South Michelleport,2019-02-11 08:12:00,28.03,3129310000000
Port Johnbury,2019-01-21 05:10:00,32.68,277259000000
Liumouth,2019-01-18 15:26:00,20.68,984552000000
South Evanton,2019-04-08 01:01:00,5.62,1336030000000
Richardfort,2019-03-05 16:00:00,4.85,3291540000000
New Jacobville,2019-02-07 11:07:00,26.09,3517700000000
East Kaylahaven,2019-02-04 02:25:00,38.13,2889300000000
Williamsstad,2019-01-20 18:47:00,18.79,5023160000000
Lake Jonathanshire,2019-04-11 19:49:00,25.92,8533810000000
Port Samanthamouth,2019-04-25 03:29:00,9.44,4793950000000
South Karenland,2019-03-30 01:56:00,20.21,2903440000000
West Christopherberg,2019-03-10 22:42:00,7.98,5729360000000
Lake Scottton,2019-03-29 13:33:00,35.36,3706310000000
East Kaylahaven,2019-01-24 16:52:00,31.4,7430410000000
Raymondhaven,2019-04-04 06:46:00,41.45,2893200000000
Port Frank,2019-03-19 15:21:00,22.63,9908380000000
New Paulville,2019-04-24 02:25:00,13.32,8564320000000
Karenberg,2019-04-30 21:38:00,5.7,7644520000000
Barajasview,2019-03-24 06:34:00,12.24,766512000000
North Jason,2019-02-10 06:34:00,25.36,8594850000000
Barajasview,2019-04-18 08:44:00,12.35,6122260000000
New Kimberlyborough,2019-04-03 20:23:00,33.74,6329060000000
West Samuelburgh,2019-01-31 17:10:00,9.67,8851670000000
West Heidi,2019-03-21 00:26:00,9.06,6618750000000
Port Frank,2019-01-16 22:42:00,11.97,8711330000000
West Samuelburgh,2019-04-08 12:38:00,14.52,2480520000000
West Gabriel,2019-05-01 04:34:00,8.67,425758000000
Loganberg,2019-04-18 11:16:00,16.36,4728840000000
West Josephberg,2019-05-07 10:11:00,29.66,261962000000
South Michelleport,2019-02-02 11:56:00,12.77,1407380000000
Christopherfurt,2019-04-14 03:24:00,39.91,253266000000
Justinberg,2019-04-14 23:08:00,7.75,8860060000000
South Michelleport,2019-03-12 09:06:00,25.1,7109080000000
West Angela,2019-04-10 17:06:00,31.03,3524340000000
South Karenland,2019-02-02 14:50:00,10.54,4511040000000
Carriemouth,2019-05-04 10:28:00,41.54,1102330000000
Pattyland,2019-01-09 08:20:00,41.04,3525500000000
West Samuelburgh,2019-03-04 12:38:00,28.18,9684550000000
North Barbara,2019-02-03 23:57:00,11.54,5814430000000
Jerryton,2019-02-20 18:45:00,28.24,4147220000000
Leahton,2019-03-06 20:26:00,14.87,3839890000000
North Jasmine,2019-02-06 19:23:00,9.12,3928980000000
South Karenland,2019-01-03 06:18:00,39.16,5488600000000
Grahamburgh,2019-03-19 14:30:00,33.14,4377430000000
West Robert,2019-03-29 04:22:00,17.53,8336700000000
Williamsview,2019-02-18 02:31:00,18.75,4148430000000
Barajasview,2019-01-04 09:32:00,12.25,1657110000000
Williamsview,2019-01-01 14:40:00,5.42,5676170000000
West Ericstad,2019-02-05 15:30:00,30.89,2464030000000
Lake Danielberg,2019-01-05 17:44:00,28.79,9792090000000
Barajasview,2019-03-29 01:02:00,29.55,3838350000000
Liumouth,2019-03-03 05:13:00,26.6,4278970000000
West Patrickchester,2019-03-06 00:02:00,31.33,2574120000000
Lake Scottton,2019-01-13 13:34:00,24.81,395503000000
Liumouth,2019-01-04 21:06:00,34.77,8500620000000
Williamsstad,2019-01-03 10:03:00,17.16,28294640252
Lake Danielberg,2019-02-04 17:32:00,24.49,859545000000
Justinberg,2019-02-28 21:39:00,14.4,1131860000000
Jerryton,2019-03-07 05:24:00,15.82,8112350000000
New Jacobville,2019-03-12 14:47:00,28.12,3354770000000
Loganberg,2019-01-03 06:49:00,34.42,237725000000
West Patrickchester,2019-03-02 20:29:00,25.28,8920710000000
South Evanton,2019-01-02 06:55:00,16.96,9407700000000
North Markport,2019-05-04 15:30:00,28.93,1471660000000
Port Angela,2019-04-02 22:13:00,25.84,8022440000000
Richardfort,2019-04-14 11:56:00,43.01,7636010000000
Rogerston,2019-01-27 19:45:00,13.4,9764360000000
East Kaylahaven,2019-02-11 21:07:00,4.75,9782980000000
Raymondhaven,2019-02-28 05:23:00,21.78,1853830000000
Loganberg,2019-02-20 09:42:00,41.16,4360660000000
South Jack,2019-02-17 09:55:00,18.08,3666660000000
West Ericstad,2019-05-05 00:44:00,7.76,8379000000000
Port Frank,2019-02-21 18:44:00,19.81,2185140000000
Simpsonburgh,2019-01-23 20:35:00,39.95,1108660000000
Simpsonburgh,2019-01-08 05:59:00,13.01,9413350000000
South Evanton,2019-02-08 18:08:00,38.21,56240519093
Loganberg,2019-03-30 21:22:00,40.8,3172020000000
New Paulville,2019-03-08 15:08:00,18.35,3736130000000
East Kaylahaven,2019-04-30 08:22:00,37.41,1759790000000
West Gabriel,2019-01-31 02:31:00,6.8,1042280000000
South Phillip,2019-03-15 08:24:00,22.28,6023730000000
Richardfort,2019-01-21 23:20:00,10.91,3567610000000
Williamsview,2019-03-22 22:31:00,15.85,8549530000000
West Patrickchester,2019-02-16 02:15:00,12.15,9177370000000
North Jason,2019-05-07 20:05:00,24.2,3915680000000
Karenberg,2019-04-13 05:14:00,23.73,405641000000
East Kaylahaven,2019-03-24 13:53:00,32.21,6710060000000
Lake Jonathanshire,2019-04-09 21:41:00,15.96,577276000000
Williamsstad,2019-03-12 11:08:00,13.79,5771640000000
Deanville,2019-01-28 03:13:00,31.65,649770000000
South Latoya,2019-02-25 23:06:00,25.87,4911560000000
South Karenland,2019-02-26 13:01:00,38.05,445164000000
Justinberg,2019-01-27 07:35:00,28.41,3494880000000
South Michelleport,2019-04-21 15:29:00,36.47,3394690000000
Lake Jonathanshire,2019-01-16 09:27:00,26.27,3267660000000
Jerryton,2019-03-25 12:14:00,9.64,9483700000000
Grahamburgh,2019-02-23 14:58:00,41.98,3687570000000
South Karenland,2019-02-26 20:40:00,35.61,8413970000000
Johnton,2019-04-29 07:50:00,17.89,1266250000000
Justinberg,2019-01-24 19:32:00,38.79,1687190000000
